a,b,activation,loss_function,final_loss
2,1,gelu,mse,0.07617933303117752
2,1,gelu,mape,44.08082962036133
2,1,relu,mse,0.06913681328296661
2,1,relu,mape,60.58346176147461
2,1,gelu,mse,0.10725677013397217
2,1,gelu,mape,49.214725494384766
2,1,relu,mse,0.10562217980623245
2,1,relu,mape,47.68304443359375
2,1,gelu,mse,0.13725216686725616
2,1,gelu,mape,62.858341217041016
2,1,relu,mse,0.10724758356809616
2,1,relu,mape,79.00723266601562
2,2,gelu,mse,0.047256916761398315
2,2,gelu,mape,48.67124938964844
2,2,relu,mse,0.06566797941923141
2,2,relu,mape,51.560508728027344
2,2,gelu,mse,0.1008419319987297
2,2,gelu,mape,58.42694854736328
2,2,relu,mse,0.08286477625370026
2,2,relu,mape,67.1622314453125
2,2,gelu,mse,0.11386851966381073
2,2,gelu,mape,63.52042770385742
2,2,relu,mse,0.11378775537014008
2,2,relu,mape,58.13939666748047
2,3,gelu,mse,0.06703519821166992
2,3,gelu,mape,37.75395202636719
2,3,relu,mse,0.05539560317993164
2,3,relu,mape,56.114830017089844
2,3,gelu,mse,0.09603393077850342
2,3,gelu,mape,60.11095428466797
2,3,relu,mse,0.11119695752859116
2,3,relu,mape,63.32060241699219
2,3,gelu,mse,0.0762605145573616
2,3,gelu,mape,59.710777282714844
2,3,relu,mse,0.08457620441913605
2,3,relu,mape,61.362579345703125
3,1,gelu,mse,0.12386667728424072
3,1,gelu,mape,64.51518249511719
3,1,relu,mse,0.11615726351737976
3,1,relu,mape,65.7423095703125
3,1,gelu,mse,0.16849103569984436
3,1,gelu,mape,65.27767181396484
3,1,relu,mse,0.12289038300514221
3,1,relu,mape,66.33799743652344
3,1,gelu,mse,0.12606409192085266
3,1,gelu,mape,65.4961166381836
3,1,relu,mse,0.13425695896148682
3,1,relu,mape,78.20394134521484
3,2,gelu,mse,0.12693078815937042
3,2,gelu,mape,52.620059967041016
3,2,relu,mse,0.0921362116932869
3,2,relu,mape,60.46617889404297
3,2,gelu,mse,0.18869450688362122
3,2,gelu,mape,80.25373840332031
3,2,relu,mse,0.1328202188014984
3,2,relu,mape,67.90278625488281
3,2,gelu,mse,0.15820252895355225
3,2,gelu,mape,75.47709655761719
3,2,relu,mse,0.1320463865995407
3,2,relu,mape,75.41818237304688
3,3,gelu,mse,0.08359820395708084
3,3,gelu,mape,111.54087829589844
3,3,relu,mse,0.16024234890937805
3,3,relu,mape,94.94046020507812
3,3,gelu,mse,0.09021403640508652
3,3,gelu,mape,60.99312210083008
3,3,relu,mse,0.11636385321617126
3,3,relu,mape,53.01871871948242
3,3,gelu,mse,0.10308372974395752
3,3,gelu,mape,81.75131225585938
3,3,relu,mse,0.08125598728656769
3,3,relu,mape,57.936553955078125
